aby	conj	I	3		spójnik łączący ze zdaniem nadrzędnym takie zdanie podrzędne, które komunikuje o zdarzeniu nieoczekiwanym	Deszcz przestał siąpić, aby po chwili rozpadać się na dobre.
aby	conj	I	4		spójnik wprowadzający zdanie podrzędne, używany zwykle po czasownikach i rzeczownikach wyrażających wolę, sąd, propozycję lub konieczność	Chcę, abyś przyszedł.
aby	conj	I	5		spójnik przyłączający do zdania dodatkowy składnik, wyrażający życzenie lub warunek	Napisz coś, aby na temat.
aczkolwiek	conj				spójnik łączący zdania lub wyrażenia o treści przeciwstawnej, nieoczekiwanej w danym zestawieniu	Uczył się dobrze, aczkolwiek orłem nie był.
albo	conj	I			spójnik wyrażający możliwą wymienność albo wzajemne wyłączanie się zdań lub części zdań	
albowiem	conj				spójnik przyłączający zdanie wyjaśniające przekazaną wcześniej informację	
ale	conj	I			spójnik wyrażający przeciwieństwo, kontrast lub odmienne treści	
ani	conj	I			spójnik łączący zaprzeczone zdania współrzędne lub składniki współrzędne zdania zaprzeczonego	Nie kradł ani nie oszukiwał.
aniżeli	conj	I			spójnik przyłączający zdanie lub jego składnik, które charakteryzują podstawę porównania	Okazał się lepszy, aniżeli myślano.
aż	conj	I	1		spójnik zestawiający zdania współrzędne z uwydatnieniem treści jednego z nich	
aż	conj	I	2		spójnik w zdaniach wyrażających skutek albo stopień nasilenia, granicę czasową tego, o czym mowa w zdaniu poprzedzającym	
ażeby	conj	I			zobacz „aby I” 	
bo	conj	I			spójnik wprowadzający zdanie wyjaśniające wcześniejszą informację lub ostrzegające przed konsekwencjami niewykonania tego, o czym była mowa wcześniej	
bodaj	conj	II			spójnik wyrażający obojętność mówiącego wobec wyboru, jaki przed kimś stoi, i zarazem sugestię, jakiego wyboru można dokonać	Odwiedź mnie kiedyś, bodaj jutro.
bowiem	conj				spójnik przyłączający zdanie wyjaśniające przekazaną wcześniej informację	Nie kupił książki, zapomniał bowiem pieniędzy.
by	conj	I	1		zobacz „aby I”  w znaczeniu 1, 2, 3, 4	
by	conj	I	2		spójnik wprowadzający wtrącenie zawierające komentarz na temat użytego w zdaniu słowa lub wyrażenia	Był lekkomyślny, by nie powiedzieć, głupi.
byle	conj	I	1		spójnik wyrażający życzenie i warunek wykonania tego, o czym mowa w zdaniu nadrzędnym	Kup bułki, byle świeże.
byle	conj	I	2		spójnik wyrażający cel, którego minimalnym warunkiem osiągnięcia jest to, o czym mowa w zdaniu nadrzędnym	Zrobiłem to, byleś była zadowolona.
byleby	conj	I			zobacz „byle I” 	
bądź	conj	I			spójnik wyrażający możliwą wymienność części zdań lub zdań równorzędnych	
chociaż	conj	I			spójnik przyłączający do zdania nadrzędnego zdanie podrzędne, z którego treści można wyprowadzić sąd przeciwstawny względem tego, o czym mowa w zdaniu nadrzędnym	
chociażby	conj	I			zobacz „choćby I” 	
choć	conj	I			zobacz „chociaż I” 	
choćby	conj	I	1		spójnik komunikujący, iż nie ma możliwości przeciwdziałania temu, o czym mowa w zdaniu nadrzędnym	
choćby	conj	I	2		spójnik wyrażający obojętność wobec wyboru, jaki przed kimś stoi	
co	conj	IV	1		spójnik komunikujący, że między faktami zachodzi związek polegający na tym, że za każdym razem, gdy ma miejsce pierwszy z nich, ma miejsce również drugi	Co strzelił, to chybił.
co	conj	IV	2		spójnik komunikujący, że przedmiot lub sytuacja, o których mowa, ma zrozumiałą przewagę nad innymi tego rodzaju i że tego, o czym mowa, nie należy lekceważyć	Co głowa, to głowa.
co	conj	IV	3		spójnik łączący dwa wyrażenia odnoszące się do tego samego typu przedmiotów lub cech	Dziś ten sam jadłospis co wczoraj.
czy	conj	II	1		spójnik zdań podrzędnych o charakterze pytajnym	Nie wiem, czy to by się udało.
czy	conj	II	2		spójnik łączący zdania równorzędne lub ich części, wyrażający wymienność lub wyłączanie się członów	Był smutny czy też znudzony.
czyli	conj				spójnik przyłączający zdanie lub wyrażenie wyjaśniające	Ola, czyli moja siostra.
dlatego	conj				spójnik wprowadzający informację, której uzasadnienie zostało podane wcześniej	Było zimno, dlatego włożył płaszcz.
dopóki	conj				spójnik wprowadzający zdanie podrzędne określające końcowy moment czynności lub stanu, o którym mowa w zdaniu nadrzędnym	Żyli w zgodzie, dopóki mieszkała z nimi matka. Musisz leżeć, dopóki nie wyzdrowiejesz.
dopóty	conj				spójnik komunikujący, iż czas trwania czegoś jest wyznaczony przez czas trwania innej czynności lub stanu	Dopóty stał pod drzewem, dopóki nie przestało padać.
dotąd	conj	II			spójnik komunikujący, iż czas trwania czegoś jest wyznaczony przez czas trwania innej czynności lub stanu	Dotąd bili brawo, dopóki nie wróciła na scenę.
gdy	conj	II			spójnik rozpoczynający zdanie oznaczające warunek	Otrzyma dyplom, gdy zda egzamin.
gdyby	conj	I		a	spójnik wprowadzający zdanie podrzędne lub jego równoważnik oznaczające możliwość	Gdyby coś się stało, dowiesz się pierwsza.
gdyby	conj	I		b	lub niespełniony warunek tego, o czym mowa w drugim zdaniu	Gdyby była ciepła woda, wykąpałabym się.
gdyż	conj				spójnik przyłączający zdanie wyjaśniające przekazaną wcześniej informację	
i	conj	II	1	a	spójnik łączący zdania lub inne wyrażenia odnoszące się do tych samych przedmiotów lub faktów	Tańczą i śpiewają.
i	conj	II	1	b	albo sygnalizujące zakończenie danej wypowiedzi	Nie wracam, i koniec.
i	conj	II	2		spójnik komunikujący, że zdarzenie nazywane przez czasownik trwa długo lub często się powtarza	On tylko śpi i śpi.
i	conj	II	3	a	spójnik łączący zdania komunikujące o zdarzeniach równoczesnych lub następujących po sobie	Siedział i patrzył przed siebie.
i	conj	II	3	b	albo przyłączający zdanie, które wyraża konsekwencję tego, o czym wcześniej była mowa	Upadła i złamała nogę.
ilekroć	conj				spójnik łączący wypowiedzenia, wskazujący na zależność zachodzącą między regularnie powtarzającymi się faktami: ile razy	Ilekroć o niej myśli, ogarnia go złość.
inaczej	conj	II	1		spójnik przyłączający wyrażenie lub zdanie, za pomocą którego mówiący chce powiedzieć w inny sposób to, co powiedział za pomocą wyrażenia użytego przed spójnikiem	
inaczej	conj	II	2		spójnik wprowadzający wypowiedzenie, w którym jest mowa o konsekwencjach niewykonania tego, co komunikuje wypowiedzenie poprzedzające	
iż	conj				zobacz „że I”  w znaczeniu 1, 2	
jak	conj	I	1		spójnik wprowadzający wyrażenie porównawcze	Rzucało łodzią jak łupiną orzecha.
jak	conj	I	2		spójnik przyłączający zdania lub ich części wtrącone, dopowiedziane, objaśniające	 Jak widzę, dobrze ci się powodzi
jak	conj	I	3		spójnik łączący równorzędne części zdania, zwykle w połączeniach: „jak i”, „jak też”, „jak również”, „zarówno..., jak”	Dręczyły go różne troski, jak i to, że nic nie wiedział o losie najbliższych.
jak	conj	I	4		spójnik wprowadzający zdania podrzędne określające czas, warunek, przyczynę	Pięć lat minęło, jak ojciec nie żyje.
jakby	conj	II	1		spójnik wprowadzający zdanie podrzędne określające sytuację nierzeczywistą, która, biorąc pod uwagę to, o czym mowa w zdaniu nadrzędnym, mogłaby się urzeczywistnić	Chichotaliśmy, jakbyśmy mieli łaskotki.
jakby	conj	II	2		spójnik wprowadzający zdanie podrzędne określające warunki urzeczywistnienia się tego, o czym mowa w zdaniu nadrzędnym	Jakbyś znalazł chwilę, wpadnij do nas jutro.
jakkolwiek	conj	III			spójnik komunikujący, że wniosek wynikający z treści zdania podrzędnego jest niezgodny z treścią zdania nadrzędnego	Jakkolwiek sytuacja była dla niego krępująca, nie opuścił sali.
jako	conj	II	1		spójnik przyłączający określenie roli, jaką pełni jakaś osoba w danych okolicznościach, a także określenie stosunku tej osoby do innych osób	Zatrudniono ją jako sekretarkę dyrektora.
jako	conj	II	2		spójnik przyłączający rzeczownik, który wskazuje na okres życia osoby, o której mowa w zdaniu	Jako małolata wyproszono go z tej imprezy.
jako	conj	II	3		spójnik przyłączający określenie sposobu potraktowania lub oceny danego obiektu lub stanu rzeczy	Zaskarżyła decyzję wojewody jako krzywdzącą.
jako	conj	II	4		spójnik przyłączający liczebnik porządkowy, który wskazuje na kolejność charakteryzowanego zdarzenia względem innych	Jako trzeciemu na mecie przyznano mu brązowy medal.
jakoby	conj	I			spójnik przyłączający do zdania nadrzędnego zdanie podrzędne i zarazem podający w wątpliwość to, o czym jest mowa w tym zdaniu	 Twierdził, jakoby znał ją od dawna.
jednak	conj	I			spójnik przyłączający zdanie o treści niezgodnej z tym, co można wnioskować na podstawie zdania poprzedzającego	
jednakże	conj				zobacz „jednak I” 	
jeśli	conj		1		spójnik wprowadzający zdanie podrzędne określające warunek, od którego spełnienia zależy to, o czym jest mowa w zdaniu nadrzędnym	Jeśli będziesz dobrze się uczył, to dostaniesz stypendium.
jeśli	conj		2		spójnik wprowadzający zdanie podrzędne określające okoliczności, w jakich zachodzi stan rzeczy, o którym mowa w zdaniu nadrzędnym	Martwiła się bardzo, jeśli kogoś spotykało nieszczęście.
jeśli	conj		3		spójnik wprowadzający zdanie podrzędne określające założenie, przy którym jest prawdziwe lub może się spełnić to, o czym jest mowa w zdaniu nadrzędnym	Jeśli dobrze pamiętam jego życiorys, to studiował najpierw filozofię, a potem prawo.
jeśli	conj		4		spójnik wprowadzający zdanie podrzędne określające przesłankę, na podstawie której można wywnioskować to, o czym mowa w zdaniu nadrzędnym	Jeśli nie wychodzi z domu od tygodnia, to musi być chory.
jeśli	conj		5		spójnik wprowadzający zdanie podrzędne uzasadniające pytanie retoryczne zawarte w zdaniu nadrzędnym	Co mają powiedzieć inni, jeśli ty narzekasz na brak pieniędzy.
jeśli	conj		6		spójnik używany do ostrzeżenia rozmówcy przed negatywnymi konsekwencjami działania, o którym mowa w zdaniu podrzędnym	Jeśli tu jeszcze raz przyjedziesz, to wyrzucę cię za drzwi.
jeśli	conj		7		spójnik wprowadzający zdanie podrzędne, w którym zakłada się możliwość zajścia pewnego zdarzenia ocenianego jako nieistotne	Jeśli nawet będę musiał wyjechać, to zostaną inni.
jeśli	conj		8		spójnik wprowadzający zdanie podrzędne, którego prawdziwość nie jest wykluczona	Jeśli czegoś tej zupie brakuje, to pieprzu.
jeśli	conj		9		spójnik wprowadzający zdanie podrzędne, w którym jest mowa o zdarzeniu uważanym za nieprawdopodobne do tego stopnia, co zdarzenie charakteryzowane w zdaniu nadrzędnym	Jeśli on dotrzyma tajemnicy, to mi kaktus na dłoni wyrośnie.
jeśli	conj		10		spójnik łączący dwa zdania o treściach przeciwstawnych	Jeśli w szkole zachowywał się skandalicznie, to w domu był wyjątkowo grzeczny.
jeśli	conj		11		spójnik wraz ze słowem „nie” przyłączający wyrażenie, które rozszerza potencjalny zakres odniesienia charakterystyki przedstawionej w zdaniu	Przejechaliśmy już pięćset kilometrów, jeśli nie więcej.
jeśli	conj		12		spójnik wraz ze słowem „nie” łączący dwa zdania lub równorzędne składniki zdania w konstrukcję komunikującą, że ma miejsce jeden z dwóch przedstawionych w niej stanów rzeczy	Zawsze go coś bolało, jeśli nie brzuch, to głowa.
jeśliby	conj		1		spójnik wprowadzający zdanie podrzędne komunikujące, że zdarzenie, o którym mowa w zdaniu nadrzędnym, może nastąpić w bliższej lub dalszej przyszłości	Jeśliby uzyskał poparcie swojej partii, to będzie ubiegał się o fotel prezydencki.
jeśliby	conj		2		spójnik wprowadzający zdanie podrzędne komunikujące, że zdarzenie, o którym mowa w zdaniu nadrzędnym, nie mogło, nie może ani nie będzie mogło nastąpić	Jeślibym był wiedział, że mamy zebranie, to na pewno bym przyszedł.
jeśliby	conj		3		spójnik wprowadzający zdanie podrzędne komunikujące, że spełnienie warunku określonego w tym zdaniu zależy od czyjejś woli	Zrobi się tu o wiele więcej miejsca, jeśliby wyrzucić starą kanapę do piwnicy.
jeżeli	conj				zobacz „jeśli” 	
jeżeliby	conj				zobacz „jeśliby” 	
kiedy	conj	II		a	spójnik wprowadzający zdanie czasowe	Było późno, kiedy wrócił do domu.
kiedy	conj	II		b	rozpoczynajacy zdanie podrzędne oznaczające przyczynę, warunek czegoś	Kiedy jesteś taki mądry, radź sobie sam.
kiedy	conj	II		c	lub łączący zdania o treści przeciwstawnej	Mógłby się uczyć, cóż kiedy nie chce.
lecz	conj				spójnik wyrażający przeciwieństwo, kontrast lub odmienne treści	
ledwie	conj	II			zobacz „ledwo II” 	
ledwo	conj	II			spójnik międzyzdaniowy wskazujący na bezpośrednie następstwo zdarzeń	Ledwo zabrał się do pracy, zadzwonił telefon.
lub	conj	I			spójnik wyrażający możliwą wymienność lub wzajemne wyłączanie się zdań lub ich części	
mianowicie	conj			a	spójnik, który wprowadza wyjaśniający komentarz do treści wcześniejszego komunikatu	Pomógł mu bardzo, mianowicie znalazł mu pracę.
mianowicie	conj			b	lub poprzedza wyliczenie	Przyszła cała rodzina, a mianowicie: rodzice, rodzeństwo, dziadkowie.
mimo iż	conj				zobacz „mimo że” 	
mimo że	conj				spójnik wyrażający rozbieżność między tym, co się dzieje w rzeczywistości, a tym, czego się oczekiwało	Mimo że świeciło słońce, było zimno.
nadto	conj	I			spójnik nawiązujący do poprzedzającego kontekstu i wprowadzający nową informację na omawiany już temat	
natomiast	conj				spójnik przeciwstawiający treści komunikowane za pomocą połączonych zdań	
ni	conj	I			spójnik łączący składniki zdań zaprzeczonych, rzadziej całe zdania, charakteryzujące te same osoby, rzeczy lub fakty	
niby	conj	II			spójnik używany w konstrukcjach porównawczych, wyrażający relację podobieństwa	Przeglądała się w wodzie niby w lustrze
niczym	conj	II			spójnik przyłączający wyraz lub wyrażenie, które określają podstawę porównania	Była to scena niczym z bajki.
nie	conj	II	1	a	spójnik występujący między identycznymi formami tego samego wyrazu, tworząc połączenie wyrażające niepewność mówiącego co do charakterystyki przedmiotu, stanu rzeczy lub wyrażające wahanie, jak postąpić	Pies nie pies, wygląd ma nietypowy.
nie	conj	II	1	b	albo komunikujące, że niezależnie od tego, czy ten wyraz przekazuje informację prawdziwą, należy zaakceptować to, o czym mowa w bezpośrednim kontekście tego połączenia	Strach nie strach, ale iść do dentysty musisz.
nie	conj	II	2		spójnik występujący między dwoma rzeczownikami, komunikujący, że osoba lub rzecz należąca do zakresu drugiego rzeczownika ma wyróżniające się cechy wskazane przez pierwszy rzeczownik	Diabeł nie dziewczyna.
niemniej	conj				spójnik przyłączający zdanie lub inne wyrażenie, którego treść jest niezgodna z tym, co można wywnioskować z wcześniejszego kontekstu; też w wyrażeniach: 	niemniej jednak, niemniej przeto
nim	conj				spójnik komunikujący, że zdarzenie, o którym mowa w zdaniu nadrzędnym, nastąpiło wcześniej niż zdarzenie, o którym mowa w zdaniu podrzędnym	
niźli	conj	I			zobacz „niż I” 	
niż	conj	I			spójnik przyłączający zdanie lub inne wyrażenie określające podstawę porównania dla cechy lub sytuacji odznaczających się zwykle większym lub mniejszym stopniem nasilenia	Wydawała się młodsza, niż była w istocie.
niżby	conj				spójnik przyłączający zdanie, które określa możliwą do wyobrażenia bądź przewidywaną podstawę porównania dla charakteryzowanej wcześniej sytuacji	Jego misja jest trudniejsza, niżby się to wydawało.
niżeli	conj	I			zobacz „niż I” 	
oraz	conj				spójnik używany do łączenia zdań lub innych wyrażeń, które odnoszą się do tych samych przedmiotów, osób lub faktów	
pomimo że	conj				zobacz „mimo że” 	
ponieważ	conj				spójnik wprowadzający zdanie, które wyjaśnia informację podaną w drugim zdaniu składowym zdania złożonego	Odszedł, ponieważ się obraził.
przeto	conj				spójnik przyłączający zdanie lub inne wyrażenie, które przedstawia skutek tego, o czym była wcześniej mowa lub wniosek wynikający z treści poprzedniego zdania	Był młody, przeto niedoświadczony.
póki	conj				zobacz „dopóki” 	
póty	conj				zobacz „dopóty” 	
skoro	conj		1		spójnik wprowadzający zdanie podrzędne określające przesłankę, na podstawie której można wywnioskować to, o czym mowa w zdaniu nadrzędnym	Musiał na coś poważnego chorować, skoro umarł tak młodo.
skoro	conj		2		spójnik wprowadzający zdanie podrzędne określające warunki umożliwiające zajście, bezpośrednio po ich powstaniu, zdarzenia, o którym mowa w zdaniu nadrzędnym	Skoro usłyszeli głos matki, zaraz zawrócili do domu.
tedy	conj				spójnik przyłączający zdanie, które przedstawia informację wynikającą ze zdania poprzedzającego	
to	conj	IV	1		spójnik wprowadzający zdanie wyrażające konsekwencje tego, o czym była mowa	Poszukaj, to znajdziesz.
to	conj	IV	2		spójnik przyłączający do zdań z zaimkami względnymi lub innymi spójnikami zdania wyrażające różne relacje w zależności od sensu tych zaimków czy spójników	Gdybyś coś chciał, to napisz.
to	conj	IV	3		spójnik łączący dwa takie same czasowniki w tej samej formie, wyrażający obojętność nadawcy dotyczącą przedstawionej sytuacji	No trudno, nie kocha to nie kocha.
toteż	conj				spójnik przyłączający zdanie, które przedstawia informację wynikającą ze zdania poprzedzającego	
tudzież	conj				spójnik używany do łączenia zdań lub innych wyrażeń, które odnoszą się do tych samych przedmiotów, osób lub faktów	
tylko	conj	II	1		spójnik przyłączający wyrażenie, które uściśla lub ogranicza zakres tego, o czym była mowa	
tylko	conj	II	2		spójnik przyłączający zdanie lub wyrażenie, za pomocą którego mówiący koryguje czyjąś opinię, zastępując ją nowym sądem	
tylko	conj	II	3		spójnik, który wraz z użytym po nim słowem „że” przyłącza zdanie lub wyrażenie informujące o czymś niekorzystnym i zaprzeczające temu, co można wnioskować ze zdania poprzedzającego	
więc	conj	I	1		spójnik przyłączający zdanie lub inne wyrażenie, które przedstawia skutek tego, o czym była wcześniej mowa, lub wniosek wynikający z treści poprzedniego zdania	Uśmiechnęła się, więc pewnie była zadowolona.
więc	conj	I	2		spójnik, zwykle w połączeniu z poprzedzającym słowem „a”, rozpoczynający wyliczanie, podsumowanie lub charakterystykę tego, o czym była mowa	Przyjechała cała rodzina, a więc siostry, bracia, ciotki, wujowie. Ślub jest o dwunastej, a więc za godzinę.
wszakże	conj	II			spójnik przyłączający zdanie lub inne wyrażenie o treści niezgodnej z tym, co można wywnioskować z poprzedzającego kontekstu	Gospodarz był stary, energiczny wszakże.
wszelako	conj	II			spójnik przyłączający zdanie lub inne wyrażenie, którego treść jest niezgodna z tym, co można wywnioskować z wcześniejszego kontekstu	Rozmowy nie doprowadziły do zbliżenia stanowisk, inicjowały wszelako bezpośrednie negocjacje na wysokim szczeblu. 
zaledwie	conj	II			spójnik łączący zdania, informujący, że zdarzenie, o którym mowa w zdaniu ze spójnikiem, miało miejsce niewiele wcześniej niż zdarzenie charakteryzowane w drugim zdaniu	Zaledwie skończyła szkołę, zaczęła pracować w banku.
zamiast	conj	II			spójnik komunikujący, że miał miejsce inny stan rzeczy niż ten, którego można było się spodziewać	Włóż coś na siebie, zamiast się trząść z zimna.
zanim	conj				spójnik komunikujący, że zdarzenie, o którym mowa w zdaniu nadrzędnym, nastąpiło wcześniej niż zdarzenie, o którym mowa w zdaniu podrzędnym	
zatem	conj	I	1		spójnik przyłączający zdania lub wyrażenia, które przedstawiają skutek tego, o czym była wcześniej mowa, lub wniosek wynikający z treści poprzedniego zdania	Masz gorączkę, zatem jesteś chory.
zatem	conj	I	2		spójnik w połączeniu „a zatem” wprowadzający inną charakterystykę tego, o czym wcześniej była mowa	Mam spotkanie z mężem mojej córki, a zatem z moim zięciem.
zaś	conj		1		spójnik przeciwstawiający treści komunikowane przez połączone zdania	Pewne fakty nabierają znaczenia, inne zaś je tracą.
zaś	conj		2		spójnik przyłączający zdanie nawiązujące do wcześniejszego kontekstu	Chirurg włożył czyste rękawiczki, po chwili zaś pochylił się nad uśpionym chłopcem.
że	conj	I	1		spójnik wprowadzający zdanie podrzędne zależne od czasownika, określające przedmiot czyichś wypowiedzi, myśli, emocji, doznań lub spostrzeżeń	Myślę, że nie powinieneś tego robić.
że	conj	I	2		spójnik wprowadzający zdanie podrzędne określające skutek scharakteryzowanego w zdaniu nadrzędnym stanu rzeczy o wysokim stopniu intensywności	Trząsł się tak mocno, że położyliśmy go do łóżka.
że	conj	I	3		spójnik wprowadzający zdanie lub wyrażenie wtrącone, charakteryzujące wypowiedź główną lub jej fragment	Nasz szef odznacza się, że nazwę to wprost, dziecięcą naiwnością.
żeby	conj	I	1		zobacz „aby I”  w znaczeniu 1, 2, 3, 4	
żeby	conj	I	2		spójnik wprowadzający zdanie podrzędne zależne od zaprzeczonego czasownika, przekazującego czyjąś opinię	Nie sądzę, żeby dla matki było to miłe.
żeby	conj	I	3		zobacz „choćby I”  w znaczeniu 1	
żeby	conj	I	4		spójnik wprowadzający zdanie podrzędne oznaczające niespełniony warunek tego, o czym mowa w zdaniu nadrzędnym	Żebym wiedział jak, to bym wam pomógł.
akurat	adv	II			przysłówek komunikujący, że zdarzenie odbywa się w danej chwili lub bezpośrednio przed nią	
co	adv	III	1		przysłówek używany w połączeniach komunikujących, że niektórym przedmiotom przysługuje jakaś cecha w większym stopniu niż innym	 Wybierał co ciekawsze książki.
co	adv	III	2		przysłówek używany w połączeniach charakteryzujących częstość, z jaką coś się powtarza	Pytano o to co drugiego przechodnia.
jak	adv	V			przysłówek wyrażający maksymalny stopień intensywności cechy lub zdarzenia, jaki jest możliwy w danej sytuacji	Ubierz się jak najcieplej.
ledwie	adv	I			zobacz „ledwo I” 	
ledwo	adv	I	1		przysłówek komunikujący, iż to, o czym mowa, zostało z trudem osiągnięte	Ledwo zdał egzamin.
ledwo	adv	I	2		przysłówek komunikujący, iż od danego zdarzenia upłynęło bardzo niewiele czasu	Słońce ledwo zaszło.
nareszcie	adv	I			przysłówek komunikujący, że dane zdarzenie nastąpiło później, niż się tego spodziewaliśmy, i że okres czekania na nie trwał zbyt długo, a także wyrażający zadowolenie, że nastąpiło	
nieco	adv	I			przysłówek komunikujący, że stopień cechy lub zakres stanu rzeczy bądź zjawiska nie jest duży	Spóźniłeś się nieco.
nieopodal	adv	II			zobacz „opodal II” 	
obok	adv	II			przysłówek komunikujący o małej odległości między przedmiotami	Dziecko śpi obok.
omal	adv	I			przysłówek tworzący zwroty oznaczające bliską lokalizację czegoś, możliwość czegoś	Omal nie stracił przytomności z bólu.
omalże	adv	I			zobacz „omal I” 	
opodal	adv	II			przysłówek komunikujący, że coś znajduje się lub dzieje się w małej odległości	Mieszkam opodal.
precz	adv	I			przysłówek o charakterze ekspresywnym towarzyszący czasownikom oznaczającym usuwanie, wyrzucanie, oddalanie (się)	
pół	adv	III			przysłówek lub składnik przysłówka złożonego komunikujący, że czynność została wykonana lub że cecha przysługuje przedmiotowi w pewnym stopniu	Pół czytał, pół drzemał. Wyrzucił na pół uschnięte kwiaty.
trochę	adv	I		a	przysłówek komunikujący, że stopień cechy lub zakres stanu rzeczy bądź zjawiska, o których mowa w zdaniu, nie jest duży	Trochę go martwiła ta pogoda.
trochę	adv	I		b	lub komunikujący, że to, o czym mowa, trwało przez krótki czas	Musisz trochę poczekać.
tylko	adv	III	1		przysłówek komunikujący, że do osiągnięcia pewnego celu wystarczy wykonanie czynności lub zaistnienie stanu, o których jest mowa w zdaniu, lub komunikujący, że niekorzystna sytuacja uległa lub może ulec pogorszeniu	
tym	adv				przysłówek komunikujący, że stopień intensywności cechy lub stanu rzeczy, o którym mowa, jest w podanych okolicznościach jeszcze większy	Tym lepiej, że wiesz, jak to zrobić.
wcale	adv	II	1		przysłówek komunikujący, że dany stan rzeczy nie przysługuje obiektowi w najmniejszym stopniu	Wcale się nie opaliłaś.
wcale	adv	II	2		przysłówek komunikujący, że dana cecha przysługuje obiektowi w stopniu wystarczającym	Mają wcale niezłe mieszkanie.
więcej	adv		1		stopień wyższy od „dużo” lub od „wiele”	Więcej teraz podróżował.
więcej	adv		2		przysłówek występujący w zdaniach zaprzeczonych, wzmacniający przeczenie	Był parę razy i nie pokazał się więcej.
wreszcie	adv	I			przysłówek komunikujący, że dane zdarzenie nastąpiło później, niż mówiący się tego spodziewał	Drzwi otworzyły się i wreszcie mogliśmy wejść do środka.
właśnie	adv	II			przysłówek komunikujący, że dane zdarzenie odbywa się w chwili mówienia, odbywało się bezpośrednio przed nią lub w czasie innego zdarzenia	
za	adv	II			przysłówek komunikujący zbyt wielkie natężenie cechy	za duży za ciężki
zaraz	adv	II			przysłówek komunikujący, że między dwoma zdarzeniami lub między jakimś zdarzeniem a daną wypowiedzią upłynęło lub upłynie bardzo mało czasu	Zaraz mi wypomnisz, że go naciągam.
Jezu					wykrzyknienie wyrażające różne stany i postawy emocjonalne	
O.K.					zobacz „okej” 	
OK					zobacz „okej” 	
a		I	1		pierwsza litera alfabetu	
a		I	2		samogłoska ustna	
a		I	3		litera oznaczająca w numeracji porządkowej: pierwszy	
a		I	4		kilkakrotnie powtórzona głoska, nucona przy usypianiu dziecka	
a		I	5		szósty dźwięk podstawowej skali diatonicznej	
adieu					do widzenia	
ahoj					pozdrowienie używane najczęściej wśród marynarzy i żeglarzy	
akceptacja			1		aprobata	
akceptacja			2		formalna zgoda na coś	
akceptacja			3		pogodzenie się z czymś, czego nie można zmienić	
akceptacja			4		uznanie czyichś cech, czyjegoś postępowania za zgodne z oczekiwaniami	
akceptacja			5		zobacz „akcept”  w znaczeniu 1	
akcja		I	1		zorganizowane działanie podjęte w konkretnym celu	
akcja		I	2		działania bojowe	
akcja		I	3		ciąg następujących po sobie zdarzeń w utworze literackim lub w filmie	
akcja		I	4		atak w rozgrywkach sportowych	
akcja		II			papier wartościowy	
akt			1		czyn, działanie będące urzeczywistnieniem jakiegoś zamysłu lub spełnieniem jakiejś powinności albo przejawem czegoś	
akt			2		czynność lub proces o charakterze psychicznym	
akt			3		oficjalna uroczystość podkreślająca doniosłość jakiegoś wydarzenia	
akt			4		dokument urzędowy lub prawny	
akt			5		część utworu dramatycznego lub przedstawienia teatralnego	
akt			6		obraz, rzeźba lub fotografia przedstawiające nagą postać	
akt			7		w metafizyce klasycznej: urzeczywistnienie możliwości tkwiących w materii przez nadanie jej formy; w fenomenologii: zdarzenie świadomościowe	
ale		IV	1		słaba strona czegoś lub czyjaś	
ale		IV	2		zastrzeżenie, uwaga	
ale		V			mocne jasne piwo angielskie	
alias			1		inaczej (zwany)	Janina Pietrzak alias Anna Piotrowska
alias			2		inny identyfikator użytkownika komputera, konta lub inny adres sieciowy określający ten sam obiekt	
alleluja					w judaizmie i chrześcijaństwie: chwalcie Pana; też: okrzyk radości i triumfu zaczynający lub kończący liczne psalmy i pieśni	
amen					wyraz używany na zakończenie modlitwy lub przysięgi	
anonimowy			1		nieujawniający swego nazwiska lub nieznany z nazwiska	
anonimowy			2		taki, którego autor lub sprawca nie jest znany	
anonimowy			3		będący udziałem ludzi nieznanych lub niczym się niewyróżniających	
argument			1		fakt lub twierdzenie przytaczane dla uzasadnienia lub obalenia jakichś tez lub decyzji	
argument			2		krótkie streszczenie fabuły zawartej w danej części utworu, umieszczone na jej początku	
argument			3		zdanie będące przesłanką dowodu	
argument			4		zmienna niezależna funkcji matematycznej	
atak			1		gwałtowne uderzenie wojsk na nieprzyjaciela	
atak			2		gwałtowne użycie siły wobec kogoś	
atak			3		ostre wystąpienie przeciwko komuś albo czemuś	
atak			4		ostry i nagły przejaw emocji	
atak			5		usilne staranie, domaganie się czegoś	
atak			6		nagłe pojawienie się niekorzystnych warunków atmosferycznych	
atak			7		nagłe, gwałtowne wystąpienie choroby	
atak			8		energiczna próba uzyskania przewagi nad przeciwnikiem	
atak			9		w niektórych grach zespołowych: grupa zawodników, których zadaniem jest prowadzenie akcji ofensywnych	
au			1		okrzyk wyrażający spontaniczną reakcję mówiącego na ból	
au			2		dźwięk wydawany przez wyjące zwierzę	
awista					zobacz „a vista” 	
bach					odgłos uderzenia lub upadku	
baj					postać baśniowa opowiadająca bajki	
bardzo					w wysokim stopniu, mocno, dużo	
be		I			taki, który wzbudza niechęć – określenie używane w rozmowach z małymi dziećmi	
be		II			dźwięk wydawany przez owcę lub kozę	
bez		I	1		krzew lub niskie drzewo o fioletowych lub białych kwiatostanach; też: kiść kwiatów tej rośliny	
